StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q10_13,Q10_15,Q10_16,Q10_17,Q10_18,Q10_19,Q10_22,Q10_23,Q10_27,Q10_29,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_15,Q11_16,Q11_17,Q11_18,Q11_19,Q11_22,Q11_23,Q11_27,Q11_29,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q21_7,Q21_8,Q21_9,Q21_10,Q21_11,Q21_12,Q21_13,Q21_14,Q21_15,Q21_16,Q21_17,Q21_18,Q21_19,Q21_20,Q26
2017-07-18 16:12:11,2017-07-18 16:26:02,IP Address,108.171.132.166,100,830,True,2017-07-18 16:26:03,R_2AFm3Y9nTHoh7dc,,,,,32.778701782227,-96.821701049805,anonymous,EN,Woman,30,65201,Lord Voldemort (Tom Riddle),Rubeus Hagrid,Hermione Granger,False,8,21,9,11,20,5,3,7,10,15,16,4,19,6,1,12,17,13,14,18,2,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Non-Aggressive,Extremely Non-Aggressive,Aggressive,Non-Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,Snape kills Dumbledore,"Death Eaters attack Harry and his friends ",20,1,6,19,9,4,5,10,18,3,12,8,7,14,2,13,11,17,15,16,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-18 16:19:38,2017-07-18 16:29:08,IP Address,96.68.243.1,100,570,True,2017-07-18 16:29:09,R_eroN5milIolZ5hT,,,,,39.025604248047,-77.077201843262,anonymous,EN,Woman,39,22181,Bellatrix Lestrange,"Other ",Severus Snape,False,17,2,12,6,1,20,18,5,7,14,16,19,8,11,13,15,3,9,10,4,21,,Extremely Aggressive,Aggressive,Extremely Aggressive,,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Maybe/Unsure,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,1,10,11,2,12,13,14,7,3,8,19,9,6,5,20,15,16,17,4,18,4 - Very familiar - #TeamGryffindor
2017-07-18 16:28:25,2017-07-18 16:43:30,IP Address,96.90.200.146,100,904,True,2017-07-18 16:43:31,R_qQjBrlV2ihjoqWd,,,,,37.369705200195,-122.02140045166,anonymous,EN,Woman,34,94501,Lord Voldemort (Tom Riddle),"Other ",Hermione Granger,True,16,21,18,13,19,5,2,9,11,12,15,1,20,6,4,14,10,8,7,17,3,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,13,5,19,4,1,2,7,9,10,11,12,14,17,6,8,15,16,3,18,4 - Very familiar - #TeamGryffindor
2017-07-18 16:34:55,2017-07-18 16:45:48,IP Address,122.150.148.157,100,653,True,2017-07-18 16:45:48,R_pDWeCLd42WuaX6x,,,,,-27.292495727539,152.96780395508,anonymous,EN,Woman,44,4068,Bellatrix Lestrange,"Other ",Neville Longbottom,False,13,1,11,10,2,15,20,8,6,7,21,18,5,14,16,17,3,12,9,4,19,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Non-Aggressive,Maybe/Unsure,No,Lord Voldemort kills Harry's parents,Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Harry's encounter with dementors on the train,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,4,5,7,1,8,20,19,9,3,10,12,13,2,14,15,16,17,18,11,6,3 - Casually familiar - I've read some books / seen some films.
2017-07-18 16:44:23,2017-07-18 16:48:55,IP Address,108.53.33.189,100,272,True,2017-07-18 16:48:55,R_3hlTTue6APyTWiZ,,,,,40.424194335938,-74.552299499512,anonymous,EN,Woman,36,08850,Lord Voldemort (Tom Riddle),Neville Longbottom,Harry Potter,True,2,1,4,6,5,17,18,13,9,10,11,20,14,8,15,16,12,7,19,3,21,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Non-Aggressive,Yes,Yes,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ",Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,"Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack","The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dumbledore duels Voldemort,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,3,9,1,2,4,14,5,6,7,8,10,11,13,12,15,16,17,18,19,20,4 - Very familiar - #TeamGryffindor
2017-07-18 15:19:32,2017-07-18 16:56:28,IP Address,31.54.225.37,100,5815,True,2017-07-18 16:56:28,R_2wahq511z29VniG,,,,,51.485595703125,-0.10279846191406,anonymous,EN,Woman,37,02139,Bellatrix Lestrange,"Peter Pettigrew ",Hermione Granger,False,15,2,8,9,1,16,13,11,3,5,21,18,6,14,20,17,4,10,12,7,19,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Maybe/Unsure,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,"Harry and Dumbledore fight Voldemort's the Inferi ","Death Eaters attack Harry and his friends ",1,19,10,2,17,15,13,7,3,14,20,11,8,5,18,16,12,4,9,6,4 - Very familiar - #TeamGryffindor
2017-07-18 16:54:49,2017-07-18 17:06:25,IP Address,107.77.228.31,100,695,True,2017-07-18 17:06:25,R_3DnImSEDMeclEK6,,,,,34.135192871094,-118.24160003662,anonymous,EN,Woman,34,92111,Bellatrix Lestrange,Neville Longbottom,"Albus Dumbledore ",True,18,19,8,9,21,4,17,20,7,5,6,2,1,11,13,14,10,15,12,16,3,Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,5,6,19,13,2,14,11,15,4,1,3,7,18,8,9,10,12,17,16,4 - Very familiar - #TeamGryffindor
2017-07-18 16:20:13,2017-07-18 17:06:27,IP Address,107.77.164.67,100,2774,True,2017-07-18 17:06:28,R_2qC0u03n6N5c04b,,,,,37.751007080078,-97.821998596191,anonymous,EN,Woman,44,60201,Other,Minerva McGonagall,Hermione Granger,False,7,21,15,11,20,9,6,8,16,18,5,3,17,1,4,10,19,12,13,14,2,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ","Professor Lupin turns into a werewolf and Sirius Black takes animagus form to protect Harry, Ron and Hermonine from Lupin’s attack",After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Snape kills Dumbledore,"Death Eaters attack Harry and his friends ",18,3,4,20,5,2,6,8,16,9,7,10,13,15,1,11,12,19,14,17,4 - Very familiar - #TeamGryffindor
2017-07-18 17:01:14,2017-07-18 17:15:32,IP Address,65.28.245.75,100,858,True,2017-07-18 17:15:33,R_Qp7qceiOWMyz5bb,,,,,39.127105712891,-84.51439666748,anonymous,EN,Woman,29,45219,Bellatrix Lestrange,Neville Longbottom,Hermione Granger,True,14,2,6,12,1,7,13,9,4,5,18,17,20,10,19,16,3,11,8,15,21,Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,2,8,14,1,12,17,18,16,3,20,6,7,11,10,19,9,15,4,13,5,4 - Very familiar - #TeamGryffindor
2017-07-18 17:17:05,2017-07-18 17:30:59,IP Address,68.38.12.41,100,833,True,2017-07-18 17:30:59,R_8Gk3IeJTCJaA41z,,,,,39.838104248047,-84.905403137207,anonymous,EN,Woman,35,47374,Lord Voldemort (Tom Riddle),Rubeus Hagrid,"Molly Weasley ",False,10,1,7,13,2,14,15,18,3,11,12,20,5,17,19,16,6,8,9,4,21,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,1,17,7,4,12,19,10,9,5,18,3,11,6,13,16,15,14,2,8,20,4 - Very familiar - #TeamGryffindor
2017-07-18 17:47:10,2017-07-18 17:54:17,IP Address,209.235.175.190,100,426,True,2017-07-18 17:54:17,R_UJZWR0Hsa4w9rxL,,,,,36.141494750977,-86.859901428223,anonymous,EN,Woman,24,37203,Bellatrix Lestrange,Remus Lupin,"Albus Dumbledore ",False,3,2,4,7,1,5,11,13,6,9,17,12,16,14,15,21,10,18,8,19,20,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Extremely Non-Aggressive,Non-Aggressive,Non-Aggressive,Extremely Non-Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Non-Aggressive,Extremely Non-Aggressive,Yes,Maybe/Unsure,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ",Ron and Harry almost being killed by the Whomping Willow and Aragog’s colony of giant spiders in the Forbidden Forest,Harry's encounter with dementors on the train,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,18,5,1,20,7,16,3,8,13,11,4,6,2,9,10,14,15,19,12,17,4 - Very familiar - #TeamGryffindor
2017-07-18 17:49:49,2017-07-18 18:02:17,IP Address,216.164.63.44,100,747,True,2017-07-18 18:02:17,R_3hFHslTCJvCkLi7,,,,,38.98420715332,-77.084197998047,anonymous,EN,Man,30,20910,Lord Voldemort (Tom Riddle),"Other ",Hermione Granger,False,9,21,4,13,19,5,3,12,14,18,8,1,10,6,7,11,20,16,17,15,2,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Extremely Aggressive,Aggressive,Aggressive,Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Yes,Lord Voldemort kills Harry's parents,"Harry kills basilisk and uses basilisk's fang to puncture Tom Riddle's diary, destroying Tom Riddle (younger “memory” of Voldemort) ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,"Harry and Dumbledore fight Voldemort's the Inferi ",Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,20,1,8,19,6,5,4,9,18,3,17,15,13,10,2,7,11,16,12,14,5 - Super fan - I'm basically waiting on my Hogwarts letter.
2017-07-18 18:11:02,2017-07-18 18:16:25,IP Address,128.208.254.146,100,322,True,2017-07-18 18:16:25,R_AoCHzfdf5AoS1hv,,,,,47.262603759766,-122.44129943848,anonymous,EN,Woman,45,98115,Lord Voldemort (Tom Riddle),Rubeus Hagrid,Harry Potter,False,,,,,,,,,,,,,,,,,,,,,,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,No,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,"The Graveyard scene: Peter Pettigrew (Wormtail) kills Cedric Diggory, Voldemort returns and tries to kill Harry",Bellatrix kills Sirius Black,,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,,,,,,,,,,,,,,,,,,,,,4 - Very familiar - #TeamGryffindor
2017-07-18 18:27:08,2017-07-18 18:32:45,IP Address,172.12.204.218,100,337,True,2017-07-18 18:32:46,R_2tLLHhQOOysIBYn,,,,,40.023101806641,-83.180999755859,anonymous,EN,Woman,33,07307,Bellatrix Lestrange,"Other ",Neville Longbottom,True,12,2,3,6,1,13,16,5,10,4,8,15,9,14,17,18,7,19,20,11,21,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Extremely Aggressive,Non-Aggressive,Non-Aggressive,Aggressive,Aggressive,Extremely Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Neither Non-Aggressive Nor Aggressive,Yes,Maybe/Unsure,Lord Voldemort kills Harry's parents,"The Dursleys imprison Harry in his room for the summer ",Buckbeak's execution/Hermione punches Draco,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,1,2,4,5,6,7,3,8,9,10,11,12,13,14,15,16,17,18,19,20,4 - Very familiar - #TeamGryffindor
2017-07-18 18:28:13,2017-07-18 18:35:23,IP Address,74.105.170.212,100,429,True,2017-07-18 18:35:23,R_1opgfPa4jFrSmS1,,,,,40.793701171875,-74.150100708008,anonymous,EN,Woman,20,07109,Bellatrix Lestrange,Remus Lupin,Harry Potter,False,8,19,9,13,21,5,6,15,12,17,7,2,18,10,3,1,20,16,14,11,4,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Extremely Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Extremely Non-Aggressive,Neither Non-Aggressive Nor Aggressive,Extremely Aggressive,Non-Aggressive,Extremely Non-Aggressive,Extremely Aggressive,Aggressive,Aggressive,Aggressive,Non-Aggressive,Yes,No,"Harry encounters Professor Quirrell/Voldemort, Quirrell is ordered by Voldemort to kill Harry ","The Dursleys imprison Harry in his room for the summer ",Harry's encounter with dementors on the train,After the Quidditch tournament a crowd of Death Eaters destroys tents and levitates four Muggles,Dolores Umbridge punishes Harry by use of the Black Quill,Bellatrix accusing Narcissa's husband (Lucius Malfoy) of allowing Harry to live,Voldemort kills Snape to take possession of Dumbledore's wand / Neville kills Nagini / fight against Hogwarts scene,19,14,7,20,5,1,4,6,18,3,16,15,13,9,2,10,12,17,8,11,5 - Super fan - I'm basically waiting on my Hogwarts letter.
